country,year,co2,coal_co2,cement_co2,gas_co2,oil_co2,methane
Botswana,1995,3.045,1.975,0.096,0.004,1.07,15.66
Botswana,1996,2.755,1.587,0.096,0.004,1.169,19.09
Botswana,1997,2.799,1.7,0.096,0.004,1.099,21.42
Botswana,1998,3.342,2.023,0.096,0.004,1.319,23.26
Botswana,1999,3.158,1.594,0.096,0.004,1.565,19.68
Botswana,2000,3.778,2.052,0.096,0.004,1.726,16.75
Botswana,2001,3.847,2.004,0.096,0.004,1.843,14.87
Botswana,2002,3.975,2.088,0.096,0.004,1.887,36.04
Botswana,2003,3.825,1.803,0.096,0.004,2.023,20.43
Botswana,2004,3.895,1.982,0.096,0.004,1.913,6.97
Botswana,2005,4.093,2.14,0.096,0.004,1.953,18.54
Botswana,2006,4.133,2.09,0.096,0.004,2.043,10.4
Botswana,2007,4.228,1.935,0.096,0.004,2.294,19.47
Botswana,2008,4.503,1.953,0.096,0.004,2.55,13.52
Botswana,2009,3.855,1.577,0.096,0.004,2.182,6.73
Botswana,2010,4.537,1.991,0.1,0.004,2.446,12.91
Botswana,2011,4.029,1.43,0.006,0.004,2.593,15.89
Botswana,2012,5.077,2.327,0.006,0.004,2.744,8.64
Botswana,2013,5.663,2.774,0.006,0.004,2.884,15.5
Botswana,2014,6.85,3.844,0.006,0.004,3.001,7.27
Botswana,2015,5.425,2.898,0.006,0.004,2.517,29.34
Botswana,2016,6.334,3.572,0.006,0.004,2.755,15.2
Botswana,2017,7.059,4.254,0.006,0.004,2.799,15.2
Botswana,2018,7.561,4.624,0.006,0.004,2.931,15.2
Botswana,2019,6.925,3.98,0.006,0.004,2.938,15.2
Botswana,2020,6.519,3.738,0.006,0.004,2.775,15.2
Brazil,1991,229.394,42.466,11.776,7.336,156.7,316.91
Brazil,1992,233.601,41.203,9.77,7.983,163.252,321.3
Brazil,1993,244.306,42.343,10.164,8.73,171.252,322.2
Brazil,1994,254.002,43.667,10.086,8.985,179.162,327.9
Brazil,1995,268.678,45.582,11.528,9.603,190.347,328.28
Brazil,1996,289.311,46.468,13.884,10.608,206.281,313.6
Brazil,1997,306.949,47.044,15.267,11.863,219.833,322.03
Brazil,1998,317.359,45.591,16.175,12.411,229.578,337.66
Brazil,1999,327.256,46.805,16.439,14.069,235.468,337.74
Brazil,2000,340.183,50.46,16.047,18.442,239.488,327.68
Brazil,2001,346.166,49.427,15.227,23.186,241.795,352.69
Brazil,2002,347.765,48.689,14.39,29.293,239.219,384.55
Brazil,2003,344.645,51.933,13.096,30.919,232.434,399.46
Brazil,2004,361.434,53.833,13.273,38.215,239.768,418.17
Brazil,2005,364.371,50.948,14.349,39.619,240.221,424.17
Brazil,2006,368.871,50.838,15.44,42.053,242.249,405.11
Brazil,2007,390.573,54.989,17.2,43.246,256.003,420.53
Brazil,2008,412.638,55.315,18.884,51.303,267.239,400.96
Brazil,2009,389.775,43.586,19.031,40.959,262.705,404.17
Brazil,2010,440.269,56.688,21.288,55.049,286.08,440.19
Brazil,2011,462.58,62.292,22.845,53.101,303.885,419.85
Brazil,2012,498.309,61.016,24.998,63.397,327.734,428.06
Brazil,2013,532.418,65.604,26.652,74.704,342.338,416.98
Brazil,2014,557.901,69.034,26.908,81.286,356.753,427.48
Brazil,2015,529.353,69.452,25.082,80.465,330.359,446.83
Brazil,2016,492.748,63.831,22.415,69.666,312.939,445.11
Brazil,2017,500.758,67.322,21.031,70.688,317.82,445.11
Brazil,2018,483.685,65.828,20.64,67.417,305.903,445.11
Brazil,2019,485.793,62.069,21.03,67.121,311.676,445.11
Brazil,2020,467.384,55.446,22.198,60.331,305.512,445.11
Bulgaria,1991,61.517,31.782,1.265,10.142,17.438,15.39
Bulgaria,1992,57.365,31.441,1.097,8.872,15.167,14.85
Bulgaria,1993,58.426,33.047,1.154,8.147,15.301,13.56
Bulgaria,1994,56.404,31.38,1.441,8.114,14.658,11.76
Bulgaria,1995,57.95,31.313,1.993,9.974,13.764,12.05
Bulgaria,1996,58.501,31.471,1.961,10.197,13.983,12.09
Bulgaria,1997,55.856,34.016,1.573,8.228,11.349,11.55
Bulgaria,1998,53.175,32.12,1.118,7.15,12.227,11.07
Bulgaria,1999,46.38,26.603,1.106,6.154,12.047,10.66
Bulgaria,2000,45.466,26.382,1.212,6.671,10.66,10.61
Bulgaria,2001,48.982,30.067,1.228,6.181,10.955,10.11
Bulgaria,2002,46.156,27.825,1.215,5.55,10.94,9.44
Bulgaria,2003,50.533,31.196,1.273,5.796,11.666,9.84
Bulgaria,2004,49.585,29.946,1.444,5.812,11.719,9.33
Bulgaria,2005,50.656,29.491,1.618,6.568,12.277,8.9
Bulgaria,2006,51.894,29.995,1.55,6.727,12.713,8.53
Bulgaria,2007,55.74,33.368,1.979,6.889,12.518,8.64
Bulgaria,2008,54.079,32.492,1.9,6.718,11.902,8.32
Bulgaria,2009,45.815,27.279,0.983,5.052,11.41,7.95
Bulgaria,2010,47.861,29.299,0.807,5.372,11.004,7.81
Bulgaria,2011,53.176,34.486,0.787,6.149,10.194,8.08
Bulgaria,2012,48.341,29.417,0.981,5.759,10.725,7.79
Bulgaria,2013,42.68,25.002,0.892,5.609,9.717,7.51
Bulgaria,2014,45.217,26.583,0.911,5.589,10.655,7.48
Bulgaria,2015,48.276,27.68,1.105,5.932,11.678,7.39
Bulgaria,2016,45.502,24.156,1.194,5.939,12.086,7.1
Bulgaria,2017,47.582,25.794,1.239,6.038,12.351,7.1
Bulgaria,2018,43.638,22.089,1.224,5.781,12.577,7.1
Bulgaria,2019,42.223,20.767,1.127,5.239,13.064,7.1
Bulgaria,2020,37.444,16.762,1.127,5.405,12.125,7.1
Cameroon,1991,2.668,0.004,0.214,0.685,2.451,11.56
Cameroon,1992,2.712,0.004,0.254,0.685,2.455,11.63
Cameroon,1993,2.866,0.004,0.253,0.685,2.609,11.68
Cameroon,1994,2.841,0.004,0.195,0.685,2.642,11.75
Cameroon,1995,3.204,0.004,0.225,0.685,2.975,11.98
Cameroon,1996,3.594,0.004,0.124,0.685,3.466,11.28
Cameroon,1997,3.157,0.004,0.252,0.685,2.902,11.69
Cameroon,1998,3.136,0.004,0.3,0.685,2.836,14.16
Cameroon,1999,2.997,0.004,0.344,0.685,2.653,13.86
Cameroon,2000,3.346,0.004,0.36,0.685,2.986,14.51
Cameroon,2001,3.326,0.004,0.395,0.685,2.931,13.72
Cameroon,2002,3.325,0.004,0.376,0.685,2.95,13.35
Cameroon,2003,3.699,0.004,0.379,0.685,3.32,16.01
Cameroon,2004,3.851,0.004,0.411,0.685,3.44,14.74
Cameroon,2005,3.591,0.004,0.396,0.685,3.195,16.85
Cameroon,2006,3.752,0.004,0.393,0.685,3.36,14.43
Cameroon,2007,5.703,0.004,0.445,0.685,4.573,15.31
Cameroon,2008,5.426,0.004,0.385,0.711,4.33,16.05
Cameroon,2009,6.594,0.004,0.424,0.59,5.581,14.98
Cameroon,2010,6.662,0.004,0.386,0.594,5.683,15.2
Cameroon,2011,6.521,0.004,0.438,0.425,5.658,15.33
Cameroon,2012,6.159,0.004,0.487,0.509,5.163,15.17
Cameroon,2013,5.07,0.004,0.545,0.586,3.94,18.24
Cameroon,2014,6.85,0.004,0.504,0.85,5.496,16.22
Cameroon,2015,7.746,0.004,0.62,0.942,6.184,17.67
Cameroon,2016,7.815,0.004,1.007,1.019,5.789,18.26
Cameroon,2017,7.698,0.004,1.085,1.132,5.481,18.26
Cameroon,2018,7.932,0.004,1.124,1.487,5.321,18.26
Cameroon,2019,7.398,0.004,1.124,1.178,5.096,18.26
Cameroon,2020,6.889,0.004,1.124,1.215,4.55,18.26
Canada,1991,449.699,104.17,4.771,124.862,200.786,106.2
Canada,1992,463.521,106.927,4.804,132.129,203.785,110.23
Canada,1993,463.993,98.918,4.893,137.34,206.897,112.85
Canada,1994,478.267,102.541,5.769,140.362,212.18,115.43
Canada,1995,490.951,104.352,6.529,147.531,214.874,119.27
Canada,1996,507,106.282,6.185,154.2,221.514,116.62
Canada,1997,521.278,113.174,6.657,152.77,229.521,113.12
Canada,1998,528.987,119.352,6.828,149.483,232.639,141.1
Canada,1999,543.73,119.697,7.118,162.378,235.503,121.63
Canada,2000,566.552,129.348,7.232,173.189,237.665,112.33
Canada,2001,559.042,126.825,6.983,165.583,241.582,108.02
Canada,2002,564.669,124.207,7.148,172.158,242.477,126.64
Canada,2003,582.344,123.322,7.248,175.184,258.366,123.81
Canada,2004,580.759,115.671,7.52,171.315,267.37,116
Canada,2005,575.852,116.765,7.614,171.842,261.125,113.77
Canada,2006,571.41,114.091,7.728,171.445,259.315,119.69
Canada,2007,594.665,118.793,7.731,182.849,266.591,111.91
Canada,2008,579.367,112.632,6.988,184.155,257.766,110.03
Canada,2009,546.61,93.379,5.364,177.77,253.651,95.76
Canada,2010,558.804,96.05,6.005,180.145,259.87,112.85
Canada,2011,569.87,87.053,6.02,197.435,262.234,103.44
Canada,2012,569.263,81.577,6.532,198.953,264.179,112.82
Canada,2013,573.699,79.249,5.973,205.109,264.355,129.72
Canada,2014,570.563,76.347,5.912,211.549,257.521,120.98
Canada,2015,573.061,77.67,6.222,211.835,258.91,132.11
Canada,2016,559.567,72.957,6.151,206.869,257.009,105.61
Canada,2017,569.36,72.209,6.853,212.053,260.723,105.61
Canada,2018,579.47,60.253,6.98,226.647,267.812,105.61
Canada,2019,582.39,57.821,7.177,229.267,270.083,105.61
Canada,2020,535.823,45.118,7.177,219.132,246.355,105.61
Chile,1991,30.95,8.628,0.773,2.198,19.113,12.56
Chile,1992,31.978,7.456,0.849,2.612,20.819,12.76
Chile,1993,33.953,7.628,0.86,2.448,22.819,13.06
Chile,1994,37.517,9.362,0.935,2.631,24.234,13.29
Chile,1995,41.072,10.311,0.992,2.616,26.838,13.58
Chile,1996,47.611,14.415,0.961,2.682,29.259,13.69
Chile,1997,55.433,18.606,0.946,4.529,31.052,14.18
Chile,1998,56.787,17.77,1.131,6.441,31.21,14.4
Chile,1999,60.89,18.518,0.951,9.032,32.155,14.51
Chile,2000,58.096,14.242,1.01,11.919,30.627,14.56
Chile,2001,52.558,9.263,1.013,13.517,28.468,14.4
Chile,2002,54.471,9.38,1.079,13.506,30.323,14.4
Chile,2003,54.864,9.244,1.113,14.737,29.587,14.28
Chile,2004,59.026,10.281,1.194,16.048,31.324,14.31
Chile,2005,60.926,10.252,1.152,15.557,33.826,14.38
Chile,2006,63.949,12.538,1.236,14.334,35.735,13.89
Chile,2007,70.683,13.007,1.316,8.764,47.225,13.83
Chile,2008,70.795,16.733,1.307,4.825,47.551,14.13
Chile,2009,65.901,13.431,1.081,6.379,44.929,14.19
Chile,2010,71.311,16.525,1.046,10.227,43.461,14.16
Chile,2011,78.064,20.848,1.08,10.45,45.628,14.3
Chile,2012,79.684,23.476,1.128,9.809,45.165,14.41
Chile,2013,81.811,25.396,1.086,9.292,45.916,13.25
Chile,2014,77.574,24.389,1.022,8.296,43.82,13.56
Chile,2015,81.824,27.167,1.033,9.112,44.351,13.64
Chile,2016,84.392,27.007,1.12,9.951,46.064,13.23
Chile,2017,84.046,27.74,0.866,9.944,45.467,13.23
Chile,2018,84.409,27.049,0.782,9.981,46.568,13.23
Chile,2019,86.129,27.211,0.782,11.533,46.574,13.23
Chile,2020,81.171,26.082,0.782,10.84,43.438,13.23
China,1991,2606.096,2049.92,101.305,30.778,356.027,745.19
China,1992,2730.788,2114.715,122.445,30.239,385.793,753.78
China,1993,2921.651,2228.745,142.774,35.728,428.549,759.68
China,1994,3100.002,2380.586,164.377,41.568,423.712,775.77
China,1995,3357.909,2569.754,184.637,42.436,468.23,800.57
China,1996,3503.234,2660.401,192.853,44.47,510.622,824.73
China,1997,3510.169,2609.556,202.874,44.159,557.961,792.61
China,1998,3360.455,2444.771,211.369,50.501,559.262,814.87
China,1999,3350.34,2378.49,228.322,54.572,596.751,826.63
China,2000,3439.152,2396.426,244.388,59.796,648.685,830.67
China,2001,3514.934,2428.857,270.828,67.158,659.301,825.12
China,2002,3872.595,2778.77,296.59,53.993,653.086,820.8
China,2003,4545.014,3319.28,345.186,60.745,727.099,820.66
China,2004,5223.755,3835.288,379.992,71.521,839.093,832.66
China,2005,5876.555,4424.39,411.649,84.957,850.173,839.32
China,2006,6488.804,4905.374,470.087,103.753,898.534,884.55
China,2007,6978.612,5289.904,514.981,129.515,927.351,923.61
China,2008,7496.832,5729.474,525.924,149.674,970.117,978.94
China,2009,7886.533,6028.5,583.56,164.404,982.348,1026
China,2010,8616.653,6568.794,639.592,199.585,1092.572,1077.21
China,2011,9528.556,7309.786,708.564,245.99,1123.859,1121.71
China,2012,9775.622,7464.806,714.782,277.599,1176.712,1166.63
China,2013,9952.744,7493.454,748.323,320.127,1234.622,1195.91
China,2014,9985.583,7425.069,778.627,353.591,1263.073,1225.98
China,2015,9848.42,7266.979,721.995,366.649,1327.578,1258.21
China,2016,9720.444,7071.406,743.044,402.762,1335.304,1264.91
China,2017,9920.459,7137.264,758.185,464.452,1390.825,1264.91
China,2018,10289.99,7316.4,786.745,519.834,1495.473,1264.91
China,2019,10489.989,7377.67,826.876,564.602,1543.584,1264.91
China,2020,10667.887,7421.101,858.233,605.254,1611.762,1264.91
Colombia,1991,56.654,12.414,2.72,8.695,31.998,58.7
Colombia,1992,61.495,13.667,2.889,8.365,35.651,59.73
Colombia,1993,63.338,14.206,3.318,8.644,36.038,60.83
Colombia,1994,66.791,13.612,3.92,8.977,39.56,61.96
Colombia,1995,58.775,14.136,3.896,8.295,31.793,62.37
Colombia,1996,59.771,12.513,3.73,10.234,32.577,62.14
Colombia,1997,64.497,12.289,3.85,12.454,34.797,62.2
Colombia,1998,65.158,11.688,3.815,13.022,35.358,62.96
Colombia,1999,54.761,9.684,2.879,11.201,30.393,61.46
Colombia,2000,56.259,10.227,3.241,12.488,29.329,62.58
Colombia,2001,55.939,10.321,3.115,13.26,28.543,63.78
Colombia,2002,55.43,9.267,3.105,13.246,28.724,64.33
Colombia,2003,57.094,10.406,3.376,12.681,29.645,67.96
Colombia,2004,54.569,7.281,3.442,13.349,29.527,69.93
Colombia,2005,60.06,10.234,4.125,14.007,30.939,67.62
Colombia,2006,62.005,9.351,4.117,14.033,33.973,68.51
Colombia,2007,60.179,8.053,4.541,14.033,33.02,72.32
Colombia,2008,66.65,10.768,4.439,17.518,33.441,71.95
Colombia,2009,72.557,11.802,3.93,20.097,35.735,72.5
Colombia,2010,76.278,13.473,4.039,21.988,35.698,74.42
Colombia,2011,76.08,13.785,4.588,21.051,35.341,72.31
Colombia,2012,79.727,11.541,5.051,22.899,38.914,70.53
Colombia,2013,87.428,17.803,4.79,22.339,41.509,70.85
Colombia,2014,88.699,18.052,5.277,23.482,41.09,72.63
Colombia,2015,91.965,19.151,5.605,23.101,42.801,72.7
Colombia,2016,93.242,19.427,5.324,21.944,45.544,79.05
Colombia,2017,86.296,14.685,5.241,22.468,42.909,79.05
Colombia,2018,84.881,13.235,5.306,23.447,41.933,79.05
Colombia,2019,90.419,16.458,5.306,23.865,43.83,79.05
Colombia,2020,89.105,21.682,5.306,24.716,36.441,79.05
Croatia,1991,16.986,1.911,0.708,4.082,9.553,4
Croatia,1992,16.371,1.492,0.832,4.312,9.045,3.73
Croatia,1993,16.808,1.209,0.687,4.732,9.283,3.68
Croatia,1994,16.053,0.804,0.84,4.392,9.194,3.54
Croatia,1995,16.816,0.858,0.627,3.844,10.538,3.46
Croatia,1996,17.344,0.682,0.686,4.313,10.711,3.4
Croatia,1997,18.557,1.069,0.806,4.546,11.229,3.38
Croatia,1998,19.012,1.018,0.866,4.301,11.999,3.38
Croatia,1999,20.023,0.891,1.134,4.471,12.728,3.38
Croatia,2000,19.661,1.795,1.263,4.562,11.163,3.32
Croatia,2001,20.783,1.907,1.45,4.851,11.616,3.39
Croatia,2002,21.888,2.318,1.429,5.025,12.12,3.4
Croatia,2003,23.214,2.6,1.433,4.905,13.327,3.52
Croatia,2004,22.892,2.77,1.517,5.256,12.336,3.65
Croatia,2005,23.346,2.747,1.55,5.116,12.897,3.63
Croatia,2006,23.554,2.555,1.642,5.06,13.215,3.74
Croatia,2007,24.866,2.777,1.669,5.871,13.504,3.82
Croatia,2008,23.599,2.849,1.573,5.693,12.53,3.76
Croatia,2009,21.809,2.029,1.25,5.256,12.483,3.81
Croatia,2010,21.019,2.738,1.213,5.712,10.604,3.79
Croatia,2011,20.652,2.794,1.086,5.564,10.458,3.83
Croatia,2012,19.089,2.484,1.041,5.195,9.743,3.75
Croatia,2013,18.436,2.678,1.141,4.912,9.108,3.63
Croatia,2014,17.682,2.57,1.225,4.305,8.994,3.63
Croatia,2015,17.817,2.376,1.169,4.461,9.422,3.73
Croatia,2016,18.083,2.561,1.077,4.729,9.373,3.74
Croatia,2017,18.718,1.551,1.287,5.432,10.016,3.74
Croatia,2018,17.698,1.449,1.211,5.042,9.589,3.74
Croatia,2019,17.779,1.678,1.184,5.245,9.325,3.74
Croatia,2020,16.982,1.39,1.184,5.436,8.624,3.74
Cuba,1991,27.17,0.374,0.855,0.07,25.872,12.36
Cuba,1992,20.593,0.172,0.54,0.04,19.841,12.22
Cuba,1993,19.823,0.22,0.517,0.044,19.042,11.26
Cuba,1994,21.382,0.235,0.571,0.037,20.54,11.57
Cuba,1995,22.835,0.216,0.727,0.033,21.859,11.89
Cuba,1996,23.333,0.095,0.719,0.037,22.482,12.98
Cuba,1997,24.809,0.073,0.942,0.07,23.724,12.93
Cuba,1998,24.294,0.088,0.855,0.231,23.12,12.97
Cuba,1999,24.467,0.092,0.893,0.883,22.6,12.65
Cuba,2000,25.775,0.062,0.809,1.103,23.802,12.63
Cuba,2001,25.216,0.099,0.799,1.143,23.175,12.45
Cuba,2002,25.524,0.066,0.982,1.121,23.354,12.62
Cuba,2003,25.943,0.099,0.925,1.264,23.655,12.78
Cuba,2004,25.221,0.095,0.94,1.352,22.834,12.5
Cuba,2005,24.442,0.018,1.066,1.425,21.933,12.05
Cuba,2006,24.693,0.073,1.137,2.081,21.401,12.31
Cuba,2007,24.24,0.073,1.164,2.338,20.665,12.33
Cuba,2008,28.108,0.092,1.079,2.228,24.71,12.58
Cuba,2009,28.396,0.088,1.023,2.217,25.069,13.29
Cuba,2010,34.2,0.077,0.927,2.059,31.136,13.12
Cuba,2011,29.431,0.011,0.94,1.957,26.523,13.55
Cuba,2012,29.742,0.015,0.954,1.986,26.788,13.38
Cuba,2013,28.024,0.037,0.921,2.045,25.021,13.45
Cuba,2014,27.442,0.004,0.713,2.305,24.421,13.35
Cuba,2015,29.311,0.022,0.67,2.389,26.231,12.95
Cuba,2016,28.178,0.007,0.672,2.275,25.223,13.05
Cuba,2017,25.208,0.015,0.644,2.019,22.53,13.05
Cuba,2018,22.609,0.015,0.716,1.861,20.016,13.05
Cuba,2019,22.525,0.023,0.716,2.249,19.537,13.05
Cuba,2020,20.152,0.034,0.716,2.113,17.289,13.05
Cyprus,1991,5.141,0.232,0.629,0.001,4.232,0.54
Cyprus,1992,5.516,0.062,0.686,0.002,4.725,0.55
Cyprus,1993,5.759,0.074,0.747,0.002,4.888,0.56
Cyprus,1994,6.001,0.065,0.784,0.002,5.107,0.58
Cyprus,1995,5.872,0.048,0.751,0.002,5.028,0.59
Cyprus,1996,6.222,0.043,0.811,0.001,5.326,0.6
Cyprus,1997,6.31,0.045,0.78,0.001,5.444,0.61
Cyprus,1998,6.607,0.062,0.74,0.001,5.767,0.62
Cyprus,1999,6.874,0.072,0.74,0.001,6.019,0.62
Cyprus,2000,7.12,0.117,0.763,0.002,6.199,0.64
Cyprus,2001,6.994,0.127,0.745,0,6.081,0.66
Cyprus,2002,7.184,0.127,0.766,0,6.238,0.68
Cyprus,2003,7.574,0.127,0.751,0.001,6.625,0.67
Cyprus,2004,7.801,0.137,0.808,0.001,6.777,0.67
Cyprus,2005,7.955,0.152,0.788,0.001,6.941,0.67
Cyprus,2006,8.183,0.151,0.821,0.001,7.128,0.67
Cyprus,2007,8.502,0.119,0.812,0.001,7.484,0.67
Cyprus,2008,8.714,0.111,0.818,0.001,7.702,0.68
Cyprus,2009,8.469,0.059,0.673,0.001,7.682,0.68
Cyprus,2010,8.1,0.071,0.555,0.001,7.438,0.69
Cyprus,2011,7.786,0.031,0.546,0.001,7.183,0.69
Cyprus,2012,7.262,0.001,0.505,0.001,6.732,0.69
Cyprus,2013,6.581,0.001,0.752,0.001,5.814,0.69
Cyprus,2014,6.95,0.009,0.974,0,5.954,0.7
Cyprus,2015,6.97,0.015,0.877,0,6.067,0.7
Cyprus,2016,7.373,0.002,0.883,0,6.474,0.72
Cyprus,2017,7.523,0.012,0.923,0,6.572,0.72
Cyprus,2018,7.34,0.054,0.848,0,6.418,0.72
Cyprus,2019,7.34,0.068,0.789,0,6.457,0.72
Cyprus,2020,6.496,0.057,0.789,0,5.625,0.72
Czechia,1991,148.892,112.694,2.309,12.294,19.825,22.39
Czechia,1992,144.617,105.754,2.468,13.634,21.218,20.88
Czechia,1993,138.634,100.747,2.195,13.806,20.404,19.88
Czechia,1994,132.37,94.877,2.208,13.952,19.82,18.68
Czechia,1995,131.601,94.803,2.005,15.627,17.677,18.14
Czechia,1996,134.955,95.167,2.116,18.039,18.038,17.96
Czechia,1997,130.725,90.827,2.083,18.432,17.593,17.56
Czechia,1998,125.309,83.589,2.068,18.421,19.269,16.81
Czechia,1999,116.614,75.689,1.963,18.471,18.499,15.89
Czechia,2000,127.127,86.838,1.937,18.131,18.089,15.02
Czechia,2001,127.024,84.827,1.629,19.297,19.141,14.75
Czechia,2002,123.94,82.689,1.403,18.536,19.217,14.19
Czechia,2003,127.413,83.939,1.485,18.968,20.939,14.1
Czechia,2004,128.169,83.362,1.627,19.115,21.97,13.68
Czechia,2005,125.679,80.628,1.625,18.755,22.572,14.05
Czechia,2006,126.493,81.843,1.748,18.412,22.379,14.28
Czechia,2007,128.307,83.596,2.043,17.456,23.044,13.83
Czechia,2008,122.995,78.643,1.996,17.294,22.989,13.92
Czechia,2009,115.239,73.361,1.566,16.313,22.165,13.58
Czechia,2010,117.603,74.689,1.469,18.394,21.149,13.78
Czechia,2011,115.168,73.727,1.665,16.822,20.925,13.75
Czechia,2012,111.289,70.732,1.517,16.622,20.467,13.59
Czechia,2013,106.526,67.318,1.332,16.822,19.648,12.79
Czechia,2014,104.095,65.367,1.483,15.106,20.703,12.73
Czechia,2015,104.865,64.743,1.558,15.909,21.268,12.73
Czechia,2016,106.685,65.231,1.698,17.008,21.291,12.44
Czechia,2017,107.613,64.727,1.728,17.713,22.037,12.44
Czechia,2018,106.132,64.035,1.868,16.641,22.12,12.44
Czechia,2019,100.812,57.664,1.977,17.361,22.427,12.44
Czechia,2020,87.975,46.844,1.977,17.648,20.123,12.44
Denmark,1991,64.189,32.57,1.088,4.917,24.269,8.98
Denmark,1992,58.38,27.133,1.193,5.167,23.605,8.97
Denmark,1993,60.626,28.451,1.206,5.851,23.981,9.11
Denmark,1994,64.689,30.578,1.192,6.546,25.148,8.96
Denmark,1995,61.602,25.6,1.204,7.574,26.007,9.03
Denmark,1996,74.852,35.137,1.282,8.909,28.345,9.07
Denmark,1997,65.451,26.15,1.343,9.375,27.122,8.96
Denmark,1998,61.219,22.219,1.39,10.186,26.373,8.95
Denmark,1999,58.635,18.672,1.355,10.711,26.24,8.74
Denmark,2000,54.292,15.657,1.385,10.64,25.35,8.65
Denmark,2001,55.879,16.558,1.388,11.105,25.59,8.89
Denmark,2002,55.538,16.537,1.416,11.096,25.303,8.64
Denmark,2003,60.626,22.573,1.33,11.214,24.376,8.55
Denmark,2004,55.076,17.281,1.459,11.154,24.048,8.32
Denmark,2005,51.506,14.602,1.363,10.69,23.857,8.14
Denmark,2006,59.429,22.004,1.395,10.882,24.173,8.02
Denmark,2007,54.656,18.42,1.407,9.738,24.117,8.03
Denmark,2008,51.22,16.137,1.155,9.826,23.277,7.8
Denmark,2009,48.816,15.786,0.764,9.412,22.258,7.57
Denmark,2010,49.171,15.351,0.672,10.569,21.912,7.78
Denmark,2011,44.215,12.916,0.862,8.983,20.881,7.62
Denmark,2012,39.84,10.079,0.871,8.414,19.92,7.47
Denmark,2013,41.746,12.756,0.867,7.939,19.546,7.34
Denmark,2014,37.543,10.144,0.887,6.816,19.05,7.21
Denmark,2015,35.204,7.243,0.932,6.907,19.559,7.18
Denmark,2016,37.011,8.414,1.095,7.012,19.842,7.17
Denmark,2017,34.743,6.254,1.194,6.679,19.996,7.17
Denmark,2018,34.672,6.359,1.16,6.476,20.042,7.17
Denmark,2019,30.897,3.588,1.129,6.012,19.645,7.17
Denmark,2020,26.195,3.083,1.129,4.822,16.638,7.17
Dominican Republic,1991,9.538,0.15,0.532,0.568,8.856,6.77
Dominican Republic,1992,10.418,0.37,0.588,0.568,9.46,6.92
Dominican Republic,1993,11.209,0.319,0.547,0.568,10.343,7.52
Dominican Republic,1994,11.796,0.275,0.548,0.568,10.974,7.85
Dominican Republic,1995,15.107,0.293,0.623,0.568,14.191,7.63
Dominican Republic,1996,16.484,0.341,0.703,0.568,15.44,7.52
Dominican Republic,1997,17.266,0.37,0.785,0.568,16.111,7.33
Dominican Republic,1998,17.788,0.718,0.805,0.568,16.265,7.12
Dominican Republic,1999,17.821,0.619,0.974,0.568,16.228,6.69
Dominican Republic,2000,18.992,0.246,1.068,0.568,17.679,6.53
Dominican Republic,2001,19.145,0.539,1.162,0.568,17.444,6.84
Dominican Republic,2002,20.949,0.619,1.281,0.568,19.049,7.03
Dominican Republic,2003,21.345,2.803,1.212,0.568,16.762,6.96
Dominican Republic,2004,17.333,2.062,1.098,0.238,13.935,7.46
Dominican Republic,2005,17.941,1.264,1.141,0.473,15.063,7.39
Dominican Republic,2006,19.112,1.868,1.535,0.59,15.118,7.35
Dominican Republic,2007,19.993,1.931,1.644,1.004,15.414,8.06
Dominican Republic,2008,20.332,2.11,1.671,0.927,15.623,8.26
Dominican Republic,2009,19.781,2.062,1.523,0.909,15.287,8.55
Dominican Republic,2010,20.553,1.851,1.615,1.466,15.622,8.7
Dominican Republic,2011,21.318,2.514,1.562,1.678,15.564,8.79
Dominican Republic,2012,21.255,1.986,1.605,1.99,15.675,8.78
Dominican Republic,2013,21.267,2.44,1.65,2.037,15.14,8.86
Dominican Republic,2014,21.801,3.195,1.945,2.004,14.656,8.91
Dominican Republic,2015,23.495,2.89,2.009,2.026,16.57,8.99
Dominican Republic,2016,24.645,2.873,2.005,1.913,17.855,9.12
Dominican Republic,2017,24.017,3.342,2.037,2.191,16.447,9.12
Dominican Republic,2018,25.698,3.287,2.047,2.184,18.181,9.12
Dominican Republic,2019,27.52,5.09,2.047,2.638,17.745,9.12
Dominican Republic,2020,27.769,7.539,2.047,2.479,15.704,9.12
Egypt,1991,77.296,2.697,7.855,14.904,51.839,27.65
Egypt,1992,79.94,2.59,8.1,16.118,53.132,30.13
Egypt,1993,92.278,3.415,7.596,18.511,62.757,32.35
Egypt,1994,84.556,3.693,7.615,20.158,53.089,34.55
Egypt,1995,94.89,2.451,8.325,26.011,58.104,36.65
Egypt,1996,93.569,3.43,8.78,27.707,53.652,38.87
Egypt,1997,107.513,2.851,9.215,25.063,70.384,41.53
Egypt,1998,121.466,2.792,9.787,26.293,82.594,42.59
Egypt,1999,124.496,2.506,10.825,31.625,79.54,45.98
Egypt,2000,140.35,3.144,11.168,40.718,85.32,48.39
Egypt,2001,124.294,2.748,11.751,43.361,66.434,48.26
Egypt,2002,125.782,2.957,12.722,52.97,57.133,49.65
Egypt,2003,146.463,3.063,11.895,58.212,73.293,49.97
Egypt,2004,149.143,3.191,12.689,57.625,75.638,50.5
Egypt,2005,165.044,3.067,14.145,68.622,79.21,50.7
Egypt,2006,176.019,2.928,15.569,73.833,83.689,52.15
